id_vizita,timestamp,id_vizitator,id_magazin,discount
66,2016-12-23 08:30:37,9005,3,-1
67,2016-03-21 09:00:35,28868,5,471
68,2016-06-09 07:36:24,25900,5,-1
69,2016-12-21 12:40:00,2090,2,52
70,2016-12-20 02:08:02,664,3,992
71,2016-09-30 01:10:31,29296,3,445
72,2016-07-18 04:16:07,6407,5,65
73,2016-10-03 02:56:14,332,3,167
74,2016-11-18 06:45:44,26437,4,342
75,2016-11-28 23:10:46,16259,4,593
76,2016-01-17 08:40:03,31180,4,349
77,2016-01-29 23:07:17,29039,3,88
78,2016-05-30 19:46:35,6637,2,654
79,2016-11-09 23:10:12,18898,4,911
80,2016-03-14 02:30:17,17064,4,627
81,2016-12-17 17:16:24,24287,3,-1
82,2016-06-04 23:58:33,10646,3,461
83,2016-01-25 20:59:51,25011,4,844
84,2016-01-28 15:44:55,29791,3,232
85,2016-08-31 17:44:0,8359,2,13
86,2016-06-21 22:53:17,4310,2,6
87,2016-05-02 21:51:57,17572,3,335
88,2016-12-07 06:08:29,4032,1,55
89,2016-06-30 14:59:16,11167,4,771
90,2016-02-22 05:17:24,17530,1,348
91,2016-11-11 13:57:29,22133,5,925
92,2016-01-07 12:00:0,29801,1,396
93,2016-07-25 12:34:53,9276,3,692
94,2016-12-24 17:39:39,9918,4,422
95,2016-10-10 22:01:04,2762,2,295
96,2016-05-12 05:57:12,10346,3,776
97,2016-11-18 22:01:43,11674,2,454
98,2016-06-05 12:44:32,20976,2,968
99,2016-03-25 14:26:12,32099,2,716
100,2016-01-30 11:56:3,26192,3,606
101,2016-09-05 02:30:28,22726,1,384
102,2016-08-09 14:20:06,21615,1,-1
103,2016-10-31 08:28:4,8227,4,53
104,2016-08-28 06:02:21,29604,2,35
105,2016-09-13 11:26:39,9218,2,-1
106,2016-07-20 02:54:27,29823,4,889
107,2016-06-25 21:51:31,13022,4,65
108,2016-08-10 13:19:25,19443,3,532
109,2016-06-08 02:55:04,31361,2,455
110,2016-11-27 09:33:23,15902,1,752
111,2016-12-18 05:56:2,12575,3,796
112,2016-01-06 20:15:19,13598,5,961
113,2016-07-18 02:09:42,13057,1,869
114,2016-12-23 09:18:03,23286,2,448
115,2016-05-27 16:27:03,11802,4,459
116,2016-05-15 22:42:36,20037,4,-1
117,2016-08-04 17:14:2,17781,2,899
118,2016-06-13 19:39:12,8076,2,214
119,2016-08-22 13:38:19,11745,5,717
120,2016-04-22 15:01:14,6753,5,125
121,2016-01-21 19:20:03,19718,2,92
122,2016-02-05 05:51:28,22618,5,813
123,2016-11-02 22:23:08,16537,4,604
124,2016-11-15 04:05:08,14738,4,144
125,2016-12-05 15:51:55,15993,1,912
126,2016-03-19 14:08:40,1253,4,386
127,2016-02-14 10:53:51,27978,4,447
128,2016-02-16 04:48:19,1458,4,159
129,2016-09-22 16:03:52,31764,5,-1
130,2016-08-23 06:47:50,25385,3,888
131,2016-12-26 22:08:11,6404,4,411
132,2016-01-12 16:48:19,24462,3,399
133,2016-08-09 15:21:30,57,5,684
134,2016-09-06 17:47:22,60,5,887
135,2016-02-12 22:15:09,72,3,453
136,2016-10-10 10:37:08,31210,4,-1
137,2016-04-29 00:19:36,14551,5,956
138,2016-05-25 09:11:22,9612,4,225
139,2016-11-09 09:51:11,8689,4,645
140,2016-11-25 19:11:44,6162,3,-1
141,2016-03-29 17:47:08,8907,3,276
142,2016-05-07 07:29:57,3568,4,216
143,2016-12-24 15:01:1,23204,5,-1
144,2016-12-01 15:48:20,13385,5,131
145,2016-03-08 00:53:10,21208,4,-1
146,2016-12-24 13:32:03,8654,5,141
147,2016-08-19 18:34:05,30367,1,142
148,2016-04-05 17:07:24,31064,1,-1
149,2016-12-22 20:56:32,19754,2,359
150,2016-07-25 10:24:41,30909,2,563
151,2016-03-26 05:06:13,30750,4,511
152,2016-12-01 15:27:43,12732,1,-1
153,2016-09-04 16:02:33,5030,1,811
154,2016-10-19 02:39:50,13146,4,-1
155,2016-11-27 04:03:01,10646,1,-1
156,2016-04-03 13:50:37,11275,5,-1
157,2016-01-18 19:18:23,21002,3,148
158,2016-12-03 01:27:00,687,5,8
159,2016-07-22 08:50:3,22703,4,726
160,2016-02-07 04:47:31,18086,2,213
161,2016-08-12 07:59:59,12534,4,499
162,2016-06-20 11:17:11,31908,3,851
163,2016-12-27 08:07:0,10381,4,287
164,2016-06-02 14:26:03,12678,3,-1
165,2016-09-20 11:31:4,13317,2,-1
166,2016-08-08 02:40:40,9349,2,909
167,2016-07-25 15:44:40,11346,2,559
168,2016-06-20 07:42:14,28249,4,2
169,2016-05-30 21:40:41,24786,4,816
170,2016-04-11 10:28:36,20456,1,-1
171,2016-10-24 14:12:53,14137,5,212
172,2016-09-30 20:08:19,2048,2,262
173,2016-07-04 18:16:22,30723,4,71
174,2016-05-26 21:45:19,9729,5,-1
175,2016-12-28 12:51:4,10136,2,904
176,2016-07-30 19:58:2,14600,2,782
177,2016-04-01 00:46:5,16471,4,78
178,2016-07-01 00:25:45,32044,4,75
179,2016-02-09 15:05:01,8883,2,882
180,2016-09-02 19:55:18,14214,3,86
181,2016-01-28 23:12:48,24568,4,-1
182,2016-05-11 22:49:06,3613,5,412
183,2016-02-06 04:42:17,1228,5,512
184,2016-08-26 19:16:09,24135,3,781
185,2016-07-23 20:56:26,31123,4,147
186,2016-08-18 03:47:27,18668,2,268
187,2016-10-31 04:19:11,9669,1,927
188,2016-01-28 00:33:15,25617,4,826
189,2016-04-15 19:00:40,18860,2,481
190,2016-03-10 15:05:19,5203,3,-1
191,2016-06-13 23:24:03,30985,3,-1
192,2016-02-07 18:22:42,17739,1,604
193,2016-08-02 11:42:40,27121,5,716
194,2016-11-16 18:52:34,27300,2,636
195,2016-02-03 19:38:26,8576,2,901
196,2016-09-23 23:32:21,28730,1,23
197,2016-03-17 15:04:22,25468,4,-1
198,2016-12-11 11:31:34,23121,4,698
199,2016-05-08 23:01:02,22755,2,155
200,2016-01-13 00:54:39,7204,3,155
201,2016-11-07 02:17:5,4191,1,819
202,2016-06-07 20:05:06,2142,4,-1
203,2016-01-13 07:40:33,6455,1,795
204,2016-10-15 16:11:23,25213,4,962
205,2016-02-05 14:54:27,24203,4,328
206,2016-08-14 05:50:22,7460,1,329
207,2016-08-04 12:46:5,1467,5,-1
208,2016-06-06 05:49:36,17039,5,683
209,2016-09-26 00:45:34,19479,4,209
210,2016-05-22 03:50:02,14185,4,53
211,2016-05-20 06:05:18,6217,1,192
212,2016-03-10 23:10:30,10307,3,336
213,2016-09-03 19:53:54,11371,5,68
214,2016-08-17 20:09:52,22476,4,269
215,2016-04-22 13:02:5,11084,4,777
216,2016-01-29 01:04:47,5961,5,207
217,2016-07-28 16:32:18,8584,4,26
218,2016-04-25 02:18:35,26779,3,821
219,2016-08-30 19:50:31,8484,5,681
220,2016-02-19 05:50:33,14731,4,493
221,2016-03-13 18:17:40,24325,4,992
222,2016-05-07 08:43:27,3365,3,419
223,2016-02-03 08:49:33,19027,4,-1
224,2016-06-05 07:41:49,3085,4,127
225,2016-11-26 11:07:21,18383,3,156
226,2016-11-15 00:21:53,16313,3,537
227,2016-04-10 01:25:34,31879,2,135
228,2016-12-24 03:37:55,13197,2,713
229,2016-02-19 15:14:26,11597,5,431
230,2016-02-27 23:47:01,28956,5,329
231,2016-09-01 03:38:50,31870,3,675
232,2016-12-11 16:36:21,27953,1,655
233,2016-10-23 15:38:4,27998,5,665
234,2016-12-22 05:51:34,11737,1,346
235,2016-12-01 09:51:06,14130,4,321
236,2016-03-19 02:53:37,1229,1,463
237,2016-06-15 01:39:16,13290,2,649
238,2016-09-09 18:12:36,30116,1,359
239,2016-10-01 03:38:57,28945,5,208
240,2016-09-01 16:31:10,20161,4,38
241,2016-07-03 22:14:37,17621,2,562
242,2016-05-05 07:46:01,2073,4,41
243,2016-02-06 05:13:51,17240,4,808
244,2016-05-15 20:25:10,16480,5,531
245,2016-11-02 17:46:00,8704,4,205
246,2016-03-17 13:57:10,14479,2,-1
247,2016-12-03 19:36:19,19547,2,771
248,2016-01-02 08:11:39,28160,3,682
249,2016-07-20 15:58:56,13611,3,863
250,2016-07-09 12:21:25,17594,5,138
251,2016-09-02 02:45:01,8767,3,334
252,2016-01-03 21:00:20,24859,4,378
253,2016-05-08 21:07:58,14142,3,577
254,2016-04-30 08:45:12,28651,3,127
255,2016-08-26 04:47:14,28187,2,49
256,2016-12-28 18:22:30,24710,4,897
257,2016-05-28 08:09:2,7818,1,179
258,2016-08-25 08:45:4,23622,1,55
259,2016-08-16 12:51:12,25990,2,865
260,2016-02-20 17:21:18,18148,2,159
261,2016-05-01 13:55:55,24951,3,137
262,2016-07-01 10:24:06,30728,2,-1
263,2016-09-28 22:25:3,21944,5,-1
264,2016-07-24 19:43:54,9352,2,749
265,2016-03-06 21:47:30,5547,2,425
266,2016-08-01 01:14:54,7646,4,95
267,2016-08-25 07:26:39,7679,2,258
268,2016-10-01 10:37:56,8944,1,-1
269,2016-07-21 19:21:55,22791,5,898
270,2016-12-14 14:50:4,25471,2,129
271,2016-11-25 15:36:46,5608,5,448
272,2016-07-13 07:06:38,23854,1,-1
273,2016-10-13 20:08:28,16810,2,616
274,2016-02-28 20:29:52,21273,4,861
275,2016-02-13 04:55:22,12367,5,105
276,2016-04-09 08:59:04,6993,5,-1
277,2016-12-14 17:57:46,21550,2,972
278,2016-01-25 01:28:39,25318,2,998
279,2016-03-03 21:24:59,8288,1,346
280,2016-04-29 17:24:19,16908,3,839
281,2016-11-08 00:00:25,9249,2,238
282,2016-09-12 02:12:48,6594,1,178
283,2016-07-15 06:51:56,1072,2,177
284,2016-02-20 01:20:30,8431,3,743
285,2016-06-07 13:37:00,11909,1,518
286,2016-04-21 02:53:00,30146,4,61
287,2016-06-02 14:04:55,11786,1,354
288,2016-09-23 06:21:46,30983,4,65
289,2016-02-19 17:41:21,16111,2,446
290,2016-12-31 11:21:55,13399,5,635
291,2016-08-15 11:09:58,18885,1,867
292,2016-10-22 16:48:2,9607,3,607
293,2016-07-21 18:09:01,14506,3,-1
294,2016-03-18 04:24:42,6896,3,315
295,2016-02-25 13:04:15,19919,3,452
296,2016-01-31 13:38:10,29020,3,799
297,2016-03-29 05:22:29,24154,2,601
298,2016-06-30 21:23:05,5538,2,358
299,2016-07-11 17:26:40,31167,1,711
300,2016-11-24 01:57:00,2382,2,695
301,2016-02-15 10:13:59,13926,2,191
302,2016-02-17 17:49:44,17443,3,544
303,2016-04-23 01:47:15,2768,1,998
304,2016-10-21 15:23:52,9147,1,907
305,2016-11-25 02:47:08,16415,3,854
306,2016-04-16 03:37:24,13690,3,773
307,2016-11-28 00:32:24,2594,2,361
308,2016-04-05 00:19:19,13478,5,591
309,2016-12-29 16:27:38,25942,2,474
310,2016-08-04 02:24:06,18494,3,723
311,2016-11-09 10:47:37,8234,3,859
312,2016-02-06 05:49:23,15801,4,-1
313,2016-03-01 13:53:28,16148,1,318
314,2016-03-04 05:23:00,20858,5,933
315,2016-10-24 23:53:58,24207,5,862
316,2016-03-13 06:28:41,11155,1,451
317,2016-07-29 06:24:19,23682,4,607
318,2016-07-21 22:42:36,21361,4,451
319,2016-04-13 07:19:24,14441,5,617
320,2016-03-22 10:45:41,30168,5,-1
321,2016-03-17 03:30:02,21461,4,-1
322,2016-12-20 07:50:25,6370,1,538
323,2016-08-18 20:40:27,23425,2,104
324,2016-02-19 04:52:31,15756,5,816
325,2016-11-17 00:27:14,1054,4,667
326,2016-12-23 01:30:10,30854,4,566
327,2016-05-05 14:54:51,19011,4,76
328,2016-09-30 18:54:02,9568,5,209
329,2016-08-07 23:33:02,6476,5,195
330,2016-09-22 11:09:47,16240,4,573
331,2016-07-12 22:20:09,7220,5,495
332,2016-05-29 21:53:34,27964,4,22
333,2016-02-06 10:14:43,11295,2,894
334,2016-05-05 22:54:45,26788,1,672
335,2016-08-30 09:57:4,257,1,482
336,2016-08-07 07:44:36,16613,3,462
337,2016-04-12 00:53:36,26597,2,714
338,2016-08-08 13:08:47,1948,4,-1
339,2016-03-03 18:37:38,11007,4,867
340,2016-01-22 02:19:59,27202,1,524
341,2016-01-19 07:31:02,24189,1,636
342,2016-03-03 15:20:0,16735,5,879
343,2016-01-08 14:01:25,18014,1,411
344,2016-11-10 18:42:24,30094,4,921
345,2016-07-25 03:24:25,31723,3,-1
346,2016-07-02 09:40:14,8477,1,421
347,2016-08-13 04:39:3,11967,4,-1
348,2016-09-16 18:41:55,12406,2,102
349,2016-12-11 00:10:38,8351,4,-1
350,2016-08-08 03:17:41,4231,4,806
351,2016-06-11 20:39:07,3597,2,428
352,2016-08-11 09:39:07,13434,3,348
353,2016-12-03 17:13:51,19636,5,7
354,2016-10-06 22:17:51,11330,4,-1
355,2016-09-01 06:57:26,12143,4,356
356,2016-12-28 02:33:27,11661,5,976
357,2016-05-07 12:24:38,29856,2,754
358,2016-08-04 22:36:00,2175,3,487
359,2016-06-07 22:37:15,13874,4,855
360,2016-04-16 16:10:01,29229,4,247
361,2016-05-17 03:56:50,31728,5,372
362,2016-07-07 06:18:59,30191,5,531
363,2016-02-21 03:17:50,7331,2,114
364,2016-01-14 17:18:53,5957,4,718
365,2016-05-03 14:38:12,17438,5,557
366,2016-05-10 20:06:37,3842,2,-1
367,2016-12-06 00:18:26,2316,5,148
368,2016-05-11 00:54:12,9592,3,591
369,2016-09-09 09:30:58,18419,5,201
370,2016-06-06 12:33:14,16455,4,778
371,2016-09-27 08:06:0,12874,4,729
372,2016-01-16 00:41:54,27758,2,262
373,2016-02-06 17:07:2,13408,3,-1
374,2016-01-02 20:24:49,17087,3,246
375,2016-11-12 16:04:19,9180,5,486
376,2016-03-20 14:17:19,28406,1,212
377,2016-10-23 03:46:36,30445,5,693
378,2016-01-20 10:15:30,13350,1,863
379,2016-07-23 11:14:42,29875,1,228
380,2016-11-24 07:16:22,9186,3,439
381,2016-07-29 23:05:1,1164,5,546
382,2016-07-30 13:44:43,3390,5,-1
383,2016-05-31 07:26:1,82,1,588
384,2016-09-17 20:55:21,18046,4,669
385,2016-02-20 05:19:53,25837,1,285
386,2016-11-30 20:22:13,30979,3,208
387,2016-05-28 02:04:08,710,2,356
388,2016-05-22 10:17:48,8088,4,-1
389,2016-11-19 11:03:04,21185,3,1
390,2016-12-03 05:26:40,28163,4,945
391,2016-04-01 11:52:59,25185,4,208
392,2016-08-25 21:58:04,26686,2,165
393,2016-08-12 18:37:06,4861,3,784
394,2016-01-26 23:29:50,10136,4,278
395,2016-05-30 20:24:24,18798,2,436
396,2016-07-04 12:13:42,14975,4,306
397,2016-07-31 03:20:32,7884,1,506
398,2016-01-30 06:16:05,15092,5,707
399,2016-06-17 02:04:0,25216,3,927
400,2016-02-17 02:51:19,22084,2,-1
401,2016-09-25 09:59:3,14243,1,774
402,2016-11-05 17:53:47,19880,3,236
403,2016-09-10 03:27:05,23852,2,852
404,2016-10-14 14:12:10,31210,1,254
405,2016-01-14 05:27:53,22068,4,97
406,2016-02-28 22:52:30,3024,2,624
407,2016-11-29 18:17:03,29534,1,477
408,2016-09-04 00:36:27,27537,2,392
409,2016-11-30 08:37:24,6393,5,89
410,2016-11-12 03:47:11,21603,1,698
411,2016-12-19 20:15:46,30991,3,523
412,2016-10-18 20:46:59,26680,1,472
413,2016-06-21 20:12:47,13049,3,577
414,2016-11-09 18:47:27,3402,5,328
415,2016-03-21 11:58:4,30001,1,697
416,2016-06-07 01:05:4,30317,5,331
417,2016-11-19 06:01:07,18075,2,581
418,2016-09-02 16:17:38,14100,4,417
419,2016-06-07 01:44:15,23641,4,435
420,2016-03-02 14:18:16,15294,5,923
421,2016-06-02 10:19:13,16492,5,139
422,2016-01-26 05:09:59,17328,1,439
423,2016-08-12 10:07:35,15449,5,565
424,2016-11-30 15:33:07,3606,5,923
425,2016-12-27 22:59:43,25050,5,807
426,2016-07-13 15:21:09,13397,2,167
427,2016-04-19 00:50:39,26319,4,257
428,2016-10-04 00:07:14,23218,3,168
429,2016-08-30 07:27:04,2047,2,711
430,2016-04-26 06:38:37,61,1,745
431,2016-05-03 09:16:23,16820,5,907
432,2016-01-29 18:37:34,18287,2,402
433,2016-08-03 12:54:21,12482,5,773
434,2016-03-13 01:51:46,13126,1,69
435,2016-10-02 21:56:47,29969,4,596
436,2016-11-12 22:04:03,2938,3,217
437,2016-12-08 21:21:3,871,1,358
438,2016-11-23 03:38:23,19789,1,115
439,2016-06-02 13:05:28,9535,4,985
440,2016-09-17 05:19:51,13585,4,341
441,2016-12-09 14:55:31,5846,3,925
442,2016-09-22 18:25:45,4237,1,372
443,2016-04-24 08:01:08,22662,2,228
444,2016-08-16 02:27:13,29212,1,113
445,2016-12-03 14:01:03,30943,5,482
446,2016-12-05 17:21:44,24827,1,424
447,2016-11-26 00:13:04,4066,1,631
448,2016-05-23 04:09:4,8539,4,762
449,2016-03-26 23:13:35,1966,2,465
450,2016-09-01 23:58:56,6282,2,557
451,2016-10-06 18:34:17,22789,4,707
452,2016-11-26 13:53:30,27857,3,823
453,2016-04-22 22:31:5,16097,4,941
454,2016-10-30 03:52:00,9232,1,853
455,2016-11-19 16:12:4,10174,5,212
456,2016-07-14 09:42:55,28808,5,359
457,2016-09-19 19:50:29,2461,3,302
458,2016-03-07 13:36:14,30820,3,164
459,2016-03-19 14:05:38,7615,2,451
460,2016-06-04 18:17:04,830,2,-1
461,2016-12-24 09:39:31,11123,5,114
462,2016-10-10 02:29:08,5945,4,909
463,2016-12-26 02:26:35,6968,3,828
464,2016-04-05 11:07:14,5228,1,561
465,2016-01-02 22:01:49,1892,3,302
466,2016-11-19 14:51:44,2724,1,451
467,2016-12-03 09:50:08,16662,1,702
468,2016-11-26 09:16:30,18500,3,292
469,2016-08-05 09:43:40,15306,5,303
470,2016-03-16 19:53:15,19729,3,202
471,2016-01-18 12:42:39,14072,4,32
472,2016-02-09 19:35:18,10064,4,555
473,2016-01-21 02:58:06,2853,4,81
474,2016-07-14 22:58:30,1710,5,272
475,2016-11-30 07:43:35,31463,2,476
476,2016-05-16 02:28:40,25714,2,152
477,2016-02-07 02:47:39,6341,4,392
478,2016-07-09 16:10:10,27503,3,462
479,2016-03-24 04:25:27,8706,4,313
480,2016-10-29 22:23:49,6668,1,83
481,2016-06-05 09:33:42,7346,2,461
482,2016-11-01 20:06:30,14703,3,898
483,2016-08-08 03:15:40,23758,1,802
484,2016-01-31 17:47:44,29938,1,657
485,2016-12-22 12:49:20,4101,2,336
486,2016-05-14 12:12:15,9372,4,509
487,2016-10-02 09:08:27,16134,5,258
488,2016-10-08 21:37:35,17329,2,75
489,2016-10-01 04:12:13,18097,4,548
490,2016-12-04 21:07:31,28821,2,282
491,2016-11-13 21:08:58,14179,3,236
492,2016-08-02 02:08:45,23076,3,187
493,2016-03-12 10:43:00,1526,5,738
494,2016-04-19 09:36:35,30178,2,571
495,2016-01-04 20:17:0,7917,1,-1
496,2016-08-18 22:56:58,27938,3,616
497,2016-07-18 15:17:25,17632,3,158
498,2016-05-25 17:05:59,23968,3,503
499,2016-05-08 03:33:04,3395,5,108
500,2016-11-11 04:53:58,23557,2,168
501,2016-04-14 10:02:07,18439,5,203
502,2016-09-01 07:38:08,25300,5,438
503,2016-10-10 09:51:04,32142,2,638
504,2016-07-14 21:47:44,17370,2,462
505,2016-11-05 09:17:59,12819,5,437
506,2016-11-19 18:54:11,26136,2,-1
507,2016-11-18 11:42:30,22927,2,91
508,2016-09-08 02:20:48,21207,3,759
509,2016-11-26 11:07:23,22892,4,162
510,2016-12-25 19:16:47,8375,1,621
511,2016-09-04 02:54:55,18971,5,594
512,2016-09-25 06:12:06,968,3,603
513,2016-03-22 23:15:1,10543,2,909
514,2016-07-18 05:10:46,13528,3,607
515,2016-05-02 17:46:58,20998,4,-1
516,2016-07-15 20:30:28,10337,4,66
517,2016-10-21 23:36:04,25401,2,305
518,2016-03-02 02:56:56,21574,3,375
519,2016-04-10 01:45:17,23955,4,371
520,2016-05-27 03:39:24,6720,5,822
521,2016-03-10 11:22:01,26795,5,583
522,2016-01-03 11:01:14,29177,1,-1
523,2016-04-28 16:42:51,6410,1,649
524,2016-09-22 17:35:36,8916,5,626
525,2016-03-16 00:54:17,19256,5,835
526,2016-05-24 09:58:43,24503,4,565
527,2016-04-27 00:23:54,9170,2,302
528,2016-04-25 03:15:26,6160,1,547
529,2016-01-29 17:42:37,7838,3,-1
530,2016-08-07 00:39:1,22504,5,388
531,2016-06-25 22:54:48,6867,2,601
532,2016-08-07 04:25:56,3200,2,14
533,2016-10-19 16:45:01,10448,5,816
534,2016-06-19 23:19:02,27431,4,95
535,2016-01-21 20:24:52,17443,4,541
536,2016-05-15 03:29:09,462,3,62
537,2016-11-11 14:40:51,29874,4,203
538,2016-11-28 20:27:41,1521,4,136
539,2016-04-25 05:36:0,26096,1,-1
540,2016-12-18 20:10:39,27207,2,-1
541,2016-01-10 17:19:26,18914,2,546
542,2016-11-27 15:41:4,10608,4,805
543,2016-08-29 17:45:0,30530,5,228
544,2016-03-30 15:55:24,26526,3,858
545,2016-07-15 05:06:34,24476,5,464
546,2016-01-09 18:37:02,31178,4,358
547,2016-10-23 12:36:02,20884,2,954
548,2016-02-07 02:36:12,1458,1,242
549,2016-04-23 14:00:23,3476,5,857
550,2016-03-17 16:35:12,2091,5,-1
551,2016-02-29 05:26:27,2895,3,641
552,2016-09-05 11:12:25,29375,3,2
553,2016-12-27 22:48:2,9372,1,697
554,2016-12-23 01:42:08,19048,2,755
555,2016-04-29 19:24:24,10931,4,142
556,2016-12-29 23:18:17,19498,1,463
557,2016-05-07 02:26:47,25960,3,159
558,2016-12-17 20:16:46,6839,5,8
559,2016-06-16 19:58:47,16051,1,808
560,2016-02-14 20:33:03,11084,5,652
561,2016-07-10 20:22:0,6695,1,648
562,2016-03-31 14:33:43,16534,3,893
563,2016-06-10 20:19:57,6616,5,854
564,2016-08-30 13:06:47,13538,5,812
565,2016-09-17 09:47:38,6706,3,839
566,2016-09-27 03:21:33,23331,4,977
567,2016-04-02 01:11:59,3679,5,903
568,2016-10-13 02:08:08,8428,5,211
569,2016-06-07 14:02:2,5363,1,59
570,2016-05-19 18:44:46,3142,5,216
571,2016-10-01 01:33:22,4651,4,926
572,2016-09-20 17:02:00,30940,1,997
573,2016-04-25 08:54:35,27910,2,427
574,2016-01-01 07:55:54,23479,1,971
575,2016-01-05 18:26:27,31380,1,257
576,2016-04-16 01:41:05,21341,4,363
577,2016-04-15 22:28:04,22522,4,-1
578,2016-01-06 21:50:09,22444,3,605
579,2016-10-30 22:52:17,19344,2,822
580,2016-07-18 08:04:0,1103,1,84
581,2016-07-05 18:21:27,30114,1,661
582,2016-06-01 19:53:00,17955,4,-1
583,2016-04-30 21:50:09,9561,5,-1
584,2016-07-11 04:32:12,24721,5,-1
585,2016-11-13 00:08:41,19035,1,775
586,2016-11-29 17:58:10,21690,1,729
587,2016-11-16 05:57:47,10928,1,625
588,2016-09-04 11:04:33,3347,2,999
589,2016-11-12 16:59:57,15229,2,201
590,2016-04-20 09:30:04,21036,4,865
591,2016-03-22 00:31:2,9723,2,304
592,2016-04-26 18:31:3,21778,3,725
593,2016-11-05 00:21:07,29048,2,-1
594,2016-10-16 23:53:02,17928,4,493
595,2016-08-27 19:00:40,9895,4,805
596,2016-05-03 16:15:22,14414,5,182
597,2016-11-27 00:59:46,26836,3,602
598,2016-02-12 04:45:40,23890,4,611
599,2016-04-10 12:36:21,20367,3,302
600,2016-01-24 09:59:37,8127,4,794
601,2016-09-18 21:25:32,19262,1,158
602,2016-01-21 08:46:44,17302,1,885
603,2016-11-06 14:26:38,4540,2,135
604,2016-03-12 15:17:27,12462,2,692
605,2016-05-04 22:02:18,19781,2,46
606,2016-03-22 19:35:50,18033,2,843
607,2016-09-15 01:38:32,5434,1,63
608,2016-06-22 03:12:50,18168,1,975
609,2016-07-17 22:09:01,19140,5,414
610,2016-09-06 09:19:07,4657,4,643
611,2016-12-02 21:38:45,10487,4,571
612,2016-09-28 16:37:34,23722,4,201
613,2016-08-05 13:36:26,16543,4,333
614,2016-05-05 02:27:57,22530,1,715
615,2016-09-05 13:31:36,1979,4,375
616,2016-12-29 20:35:29,21003,5,35
617,2016-06-29 13:05:43,17077,3,61
618,2016-11-22 17:05:07,10828,1,513
619,2016-01-14 21:26:24,3156,1,233
620,2016-12-06 22:08:55,26722,1,56
621,2016-08-15 02:05:21,24915,5,315
622,2016-05-15 05:30:5,7184,3,39
623,2016-07-02 21:31:49,3804,2,689
624,2016-08-20 23:54:06,3258,3,842
625,2016-04-15 08:42:20,25590,5,404
626,2016-05-25 01:47:39,1218,3,824
627,2016-09-29 05:08:59,16528,1,417
628,2016-12-11 22:34:42,31496,4,395
629,2016-05-07 01:32:4,18531,1,163
630,2016-07-20 12:40:20,26602,4,343
631,2016-07-09 11:20:03,26053,2,384
